"TID","RU"
"TID_BP_EXCLUSIVE_SKIN","TEST"
"TID_KICKER_DUDE_OVERCHARGE","TEST"
"TID_KICKER_DUDE_OVERCHARGE_DESC","TEST"
"TID_BP_BOOST_NEXT_UNLOCK_TITLE","TEST"
"TID_BP_UPGRADE_TITLE","TEST"
"TID_BP_EXCLUSIVE_CHROMAS","TEST"
"TID_BP_PLUS_NAME","TEST"
"TID_BP_PLUS_ALL","TEST"
"TID_BP_PLUS_MORE","TEST"
"TID_BP_PLUS_TITLE","TEST"
"TID_BP_PLUS_INSTANT","TEST"
"TID_BP_PLUS_PROGRESS","TEST"
"TID_ENRAGER_OVERCHARGE","TEST"
"TID_ENRAGER_OVERCHARGE_DESC","TEST"
"TID_CHAIN_OFFER_COVER_DAY","TEST"
"TID_CHAIN_OFFER_AVAILABLE_FOR","TEST"
"TID_SKIN_UNLOCK_BRAWLER_REQUIRED","TEST"
"TID_TITLE_ASK_SWITCH_BRAWLER_POPUP","TEST"
"TID_ASK_TRANSFER_CREDITS_TO_NEW_BRALER","TEST"
"TID_DECLINE_TRANSFER_CREDITS_TO_NEW_BRALER","TEST"
"TID_ACCEPT_TRANSFER_CREDITS_TO_NEW_BRALER","TEST"
"TID_SKIN_UNLOCK_USE_YOUR_YOUR_NEW_SKIN","TEST"
"TID_BP_PERKS","TEST"
"TID_BP_PURCHASE_FREEBIES","TEST"
"TID_BP_PURCHASE_DOUBLER","TEST"
"TID_BP_PURCHASE_QUESTS","TEST"
"TID_BP_PURCHASE_SEEALL","TEST"
"TID_BP_PERKS_NAME","TEST"
"TID_BP_PERKS_FREEBIES","TEST"
"TID_BP_PERKS_DOUBLER","TEST"
"TID_BP_PERKS_DAILY_QUEST","TEST"
"TID_BP_PERKS_SEASONAL_QUEST","TEST"
"TID_BP_CONTENT_BRAWLER_UNLOCK","TEST"
"TID_BP_CONTENT_COINS","TEST"
"TID_BP_CONTENT_PP","TEST"
"TID_BP_CONTENT_CREDITS","TEST"
"TID_BP_CONTENT_BLING","TEST"
"TID_BP_CONTENT_GEM","TEST"
"TID_BP_CONTENT_SKIN","TEST"
"TID_BP_CONTENT_PIN_SET","TEST"
"TID_BP_CONTENT_PLAYER_ICON","TEST"
"TID_BP_CONTENT_SPRAY","TEST"
"TID_BP_CONTENT_CHROMAS","TEST"
"TID_BP_CONTENT_TITLE","TEST"
"TID_BP_CONTENT_PROGRESS","TEST"
"TID_BP_CONTENT_HEADING","TEST"
"TID_RECRUIT_ROAD_BUBBLE_SWITCH_NOW","TEST"
"TID_EVENT_POPUP_GMV_LABEL_2V2","TEST"
"TID_EVENT_POPUP_GMV_LABEL_5V5","TEST"
"TID_BP_REWARD_PLUS","TEST"
"TID_SWITCH_CONFIRM","TEST"
"TID_SWITCH_CONFIRM_YES","TEST"
"TID_BALL_531","TEST"
"TID_BALL_532","TEST"
"TID_BALL_533","TEST"
"TID_BALL_534","TEST"
"TID_UNLOCK_ANY_BRAWLER_RECOMMENDED","TEST"
"TID_BRAWL_PASS_UPGRADE","TEST"
"TID_BRAWL_PASS_PURCHASED","TEST"
"TID_PERK_PASS_BUTTON","TEST"
"TID_PERK_AD_BUTTON","TEST"
"TID_PERK_OR","TEST"
"TID_PERK_TOKENS_PASS_TEXT","TEST"
"TID_PERK_TOKENS_AD_TEXT","TEST"
"TID_EVENT_MODIFIER_25","TEST"
"TID_EVENT_MODIFIER_DESC_25","TEST"
"TID_EVENT_MODIFIER_26","TEST"
"TID_EVENT_MODIFIER_DESC_26","TEST"
"TID_EVENT_MODIFIER_27","TEST"
"TID_EVENT_MODIFIER_DESC_27","TEST"
"TID_BP_PLUS_PURCHASE_UNLOCK","TEST"
"TID_CATALOG_COLLECTION_COSMETICS_BANK","TEST"
"TID_CATALOG_COLLECTION_DESC_COSMETICS_BANK","TEST"
"TID_GEAR_SUPER_BULLET_SPEED_TITLE","TEST"
"TID_GEAR_SUPER_BULLET_SPEED_INFO","TEST"
"TID_GEAR_SUPER_BULLET_SPEED_UPGRADE_INFO","TEST"
"TID_GEAR_SUPER_BULLET_SPEED_UPGRADE_TARGET","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_TITLE","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_TXT1","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_TXT2","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_TXT3","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_TXT4","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_INFO_OR","TEST"
"TID_TWINS","TEST"
"TID_TWINS_SHORT_DESC","TEST"
"TID_TWINS_DESC","TEST"
"TID_TWINS_WEAPON","TEST"
"TID_TWINS_WEAPON_DESC","TEST"
"TID_TWINS_ULTI","TEST"
"TID_TWINS_ULTI_DESC","TEST"
"TID_TWINS_SP_1","TEST"
"TID_TWINS_SP_1_DESC","TEST"
"TID_TWINS_SP_2","TEST"
"TID_TWINS_SP_2_DESC","TEST"
"TID_TWINS_GADGET_1","TEST"
"TID_TWINS_GADGET_1_DESC","TEST"
"TID_TWINS_GADGET_2","TEST"
"TID_TWINS_GADGET_2_DESC","TEST"
"TID_TWINS_PET_DAMAGE","TEST"
"TID_TWINS_PET_HEALTH","TEST"
"TID_TWINS_PET_RANGE","TEST"
"TID_TWINS_PET_SPEED","TEST"
"TID_ACCESSORY_BLOCKED_MISSING_TWIN","TEST"
"TID_CHROMA_CREDITS_CONVERSION_NOTIFICATION","TEST"
"TID_BRAWL_PASS_SEASON_21","TEST"
"TID_BRAWL_PASS_SEASON_22","TEST"
"TID_BP_PLUS_ACTIVATED","TEST"
"TID_WATCH_AD_ERROR_1","TEST"
"TID_WATCH_AD_ERROR_2","TEST"
"TID_BRAWLPASS_POPUP_PLUS_UNLOCKED","TEST"
"TID_BP_PASS_SKIN","TEST"
"TID_BP_PLUS_SKIN","TEST"
"TID_SKIN_INFO_CAMPAIGN_CARTOON","TEST"
"TID_SKIN_INFO_CAMPAIGN_CARNAVAL","TEST"
"TID_SKIN_INFO_CAMPAIGN_SUPERBOWL","TEST"
"TID_SKIN_INFO_CAMPAIGN_STARRPARK","TEST"
"TID_SKIN_INFO_CAMPAIGN_MEAL","TEST"
"TID_SKIN_INFO_CAMPAIGN_GIFTSHOP","TEST"
"TID_SKIN_INFO_WC_2023","TEST"
"TID_BRAWL_PASS_UNLOCK_PASS_PLUS","TEST"
"TID_TILE_MASTERY_MIKO","TEST"
"TID_TILE_MASTERY_KIT","TEST"
"TID_TILE_MASTERY_TWINS","TEST"
"TID_PERK_QUEST_PASS_TEXT","TEST"
"TID_PERK_QUEST_AD_TEXT","TEST"
"TID_WATCH_AD_ERROR_3","TEST"
"TID_WINSTREAK_TITLE","TEST"
"TID_WINSTREAK_TOOLTIP","TEST"
"TID_BP_SKINS_EXCLUSIVITY_INFO","TEST"
"TID_RED_KING_FRANK_SKIN","TEST"
"TID_RED_KING_FRANK_SKIN_SHOP","TEST"
"TID_SANTA_STU_SKIN","TEST"
"TID_SANTA_STU_SKIN_SHOP","TEST"
"TID_FINAL_BOSS_RICO_SKIN","TEST"
"TID_FINAL_BOSS_RICO_SKIN_SHOP","TEST"
"TID_W_OTS_SKIN","TEST"
"TID_W_OTS_SKIN_SHOP","TEST"
"TID_FLAG_BEARER_PIPER_SKIN","TEST"
"TID_FLAG_BEARER_PIPER_SKIN_SHOP","TEST"
"TID_EL_QUARTERBACK_SKIN","TEST"
"TID_EL_QUARTERBACK_SKIN_SHOP","TEST"
"TID_WUKONG_MICO_SKIN","TEST"
"TID_WUKONG_MICO_SKIN_SHOP","TEST"
"TID_MACARON_MICO_SKIN","TEST"
"TID_MACARON_MICO_SKIN_SHOP","TEST"
"TID_FEROCIOUS_FANG_SKIN","TEST"
"TID_FEROCIOUS_FANG_SKIN_SHOP","TEST"
"TID_BLUE_KING_FRANK_SKIN","TEST"
"TID_BLUE_KING_FRANK_SKIN_SHOP","TEST"
"TID_TOON_SPIKE_SKIN","TEST"
"TID_TOON_SPIKE_SKIN_SHOP","TEST"
"TID_GROUCH_MICO_SKIN","TEST"
"TID_GROUCH_MICO_SKIN_SHOP","TEST"
"TID_DOLL_JESSIE_SKIN","TEST"
"TID_DOLL_JESSIE_SKIN_SHOP","TEST"
"TID_PINKU_PAWLETTE_SKIN","TEST"
"TID_PINKU_PAWLETTE_SKIN_SHOP","TEST"
"TID_KITBOXER_SKIN","TEST"
"TID_KITBOXER_SKIN_SHOP","TEST"
"TID_CCTV_POCO_SKIN","TEST"
"TID_CCTV_POCO_SKIN_SHOP","TEST"
"TID_LARRY_&_LAWRIE_CONTROLLERS_SKIN","TEST"
"TID_LARRY_&_LAWRIE_CONTROLLERS_SKIN_SHOP","TEST"
"TID_BILLY_THE_KIT_SKIN","TEST"
"TID_BILLY_THE_KIT_SKIN_SHOP","TEST"
"TID_DARK_ANGEL_COLT_SKIN","TEST"
"TID_DARK_ANGEL_COLT_SKIN_SHOP","TEST"
"TID_MIDORI_PAWLETTE_SKIN","TEST"
"TID_MIDORI_PAWLETTE_SKIN_SHOP","TEST"
"TID_KIIRO_PAWLETTE_SKIN","TEST"
"TID_KIIRO_PAWLETTE_SKIN_SHOP","TEST"
"TID_8BIT_ANTIVIRUS_SKIN","TEST"
"TID_8BIT_ANTIVIRUS_SKIN_SHOP","TEST"
"TID_KITBOXER_GOLDPAW_SKIN","TEST"
"TID_KITBOXER_GOLDPAW_SKIN_SHOP","TEST"
"TID_KITBOXER_DARKPAW_SKIN","TEST"
"TID_KITBOXER_DARKPAW_SKIN_SHOP","TEST"
"TID_BRAWL_PASS_SHOP_STARTING_FROM","TEST"
"TID_BP_PURCHASE_DAILY_X2","TEST"
"TID_BP_SKINS_INFO","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_CHOOSE_REWARD_TITLE","TEST"
"TID_BRAWLPASS_UNLOCK_ANY_BRAWLER_CHOOSE_REWARD_SUBTITLE","TEST"
"TID_RECRUIT_ROAD_UNLOCK_THIS_BRAWLER","TEST"
"TID_BP_ACTIVATED","TEST"
"TID_PERK_FREEBIE_PASS_TEXT","TEST"
"TID_PERK_FREEBIE_AD_TEXT","TEST"
"TID_WATCH_AD_ERROR_4","TEST"
"TID_SHOP_OFFER_TITLE_52","TEST"
"TID_EMOTE_BUNDLE_MANDY_LAVA_PACK","TEST"
"TID_BRAWLPASS_POPUP_PLUS_UNLOCKED_PROGRESS","TEST"
"TID_BRAWLPASS_PURCHASE_NOT_AVAILABLE","TEST"
"TID_VIDEO_ADS_CONSENT_TITLE","TEST"
"TID_VIDEO_ADS_CONSENT_ACCEPT","TEST"
"TID_VIDEO_ADS_CONSENT_DECLINE","TEST"
"TID_VIDEO_ADS_CONSENT","TEST"
"TID_VIDEO_ADS_CONSENT_PRIVACY_POLICY","TEST"
"TID_GEMGRAB_531","TEST"
"TID_GEMGRAB_532","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON22","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON23","TEST"
"TID_KNOCKOUT_531","TEST"
"TID_HEIST_531","TEST"
"TID_HOTZONE_531","TEST"
"TID_HOTZONE_532","TEST"
"TID_DEATHMATCH_531","TEST"
"TID_SETTINGS_ADS","TEST"
"TID_BP_CONTENT_SUMMARY_TITLE","TEST"
"TID_WATCH_AD_ERROR_5","TEST"
"TID_SHOP_GEMS_EXTRA_VALUE","TEST"
"TID_VOTE_FUN","TEST"
"TID_COMPETITIVE_EVENT_TITLE","TEST"
"TID_COMPETITIVE_EVENT_RANDOM","TEST"
"TID_RANKED_LEAGUE_TITLE_BRONZE","TEST"
"TID_RANKED_LEAGUE_TITLE_SILVER","TEST"
"TID_RANKED_LEAGUE_TITLE_GOLD","TEST"
"TID_RANKED_LEAGUE_TITLE_DIAMOND","TEST"
"TID_RANKED_LEAGUE_TITLE_MYTHIC","TEST"
"TID_RANKED_LEAGUE_TITLE_LEGENDARY","TEST"
"TID_RANKED_LEAGUE_TITLE_MASTERS","TEST"
"TID_RANDOM_REWARDS_TITLE_RANKED","TEST"
"TID_AXE_JUGGLER","TEST"
"TID_AXE_JUGGLER_SHORT_DESC","TEST"
"TID_AXE_JUGGLER_DESC","TEST"
"TID_AXE_JUGGLER_WEAPON","TEST"
"TID_AXE_JUGGLER_WEAPON_DESC","TEST"
"TID_AXE_JUGGLER_ULTI","TEST"
"TID_AXE_JUGGLER_ULTI_DESC","TEST"
"TID_AXE_JUGGLER_SP_1","TEST"
"TID_AXE_JUGGLER_SP_1_DESC","TEST"
"TID_AXE_JUGGLER_SP_2","TEST"
"TID_AXE_JUGGLER_SP_2_DESC","TEST"
"TID_AXE_JUGGLER_GADGET_1","TEST"
"TID_AXE_JUGGLER_GADGET_1_DESC","TEST"
"TID_AXE_JUGGLER_GADGET_2","TEST"
"TID_AXE_JUGGLER_GADGET_2_DESC","TEST"
"TID_AXE_JUGGLER_OVERCHARGE","TEST"
"TID_AXE_JUGGLER_OVERCHARGE_DESC","TEST"
"TID_AXE_JUGGLER_HERO_INFO_ORBITING_NOTES","TEST"
"TID_AXE_JUGGLER_ACCESSORY_BLOCKED_MISSING_NOTES","TEST"
"TID_STAT_ULTI_USES","TEST"
"TID_INSECTMAN","TEST"
"TID_INSECTMAN_SHORT_DESC","TEST"
"TID_INSECTMAN_DESC","TEST"
"TID_INSECTMAN_WEAPON","TEST"
"TID_INSECTMAN_WEAPON_DESC","TEST"
"TID_INSECTMAN_ULTI","TEST"
"TID_INSECTMAN_ULTI_DESC","TEST"
"TID_INSECTMAN_SP_1","TEST"
"TID_INSECTMAN_SP_1_DESC","TEST"
"TID_INSECTMAN_SP_2","TEST"
"TID_INSECTMAN_SP_2_DESC","TEST"
"TID_INSECTMAN_GADGET_1","TEST"
"TID_INSECTMAN_GADGET_1_DESC","TEST"
"TID_INSECTMAN_GADGET_2","TEST"
"TID_INSECTMAN_GADGET_2_DESC","TEST"
"TID_RANKED_TITLE","TEST"
"TID_RANKED_SEASON_STARTS_IN","TEST"
"TID_RANKED_WAITING_FOR_GLOBAL_RANKINGS","TEST"
"TID_RANKED_TRACK_PLAY_LOCKED","TEST"
"TID_RANKED_TRACK_TITLE","TEST"
"TID_RANKED_TRACK_SEASON_ENDS","TEST"
"TID_RANKED_TRACK_LAST_SEASON_RESULTS","TEST"
"TID_RANKED_TRACK_SEASON_OVER","TEST"
"TID_RANKED_SEASON_OVER","TEST"
"TID_RANKED_SEASON_END_FINAL_RANK","TEST"
"TID_MATCHMAKE_FAILED_28","TEST"
"TID_RANKED_SEASON_OVER_FRAME_LEVEL_UP","TEST"
"TID_RANKED_SEASON_OVER_FRAME_LEVEL_UP_DESC","TEST"
"TID_MATCHMAKE_FAILED_NOT_ENOUGH_HEROES_FOR_RANKED","TEST"
"TID_TEAM_JOIN_REQ_ERROR_NOT_ENOUGH_HEROES_FOR_RANKED","TEST"
"TID_TEAM_INVITE_ERROR_NOT_ENOUGH_HEROES_FOR_RANKED","TEST"
"TID_TEAM_READY_ERROR_NOT_ENOUGH_HEROES_FOR_RANKED","TEST"
"TID_TEAM_ERROR_138","TEST"
"TID_GAME_MODE_34","TEST"
"TID_EXTRACTION_INTRO_TEXT","TEST"
"TID_RANKED_LOCATION_LOCKED","TEST"
"TID_RANKED_NEW_SEASON","TEST"
"TID_RANKED_LOCKED_MISSING_BRAWLER","TEST"
"TID_EXTRACTION_EXTRACTED_TITLE","TEST"
"TID_RANKED_TITLE_PLAY_LOCKED","TEST"
"TID_RANKED_LOCKED_POPUP_BUTTON","TEST"
"TID_RANKED_RANK_UP_REWARD","TEST"
"TID_RANKED_BOOST_TOOLTIP","TEST"
"TID_RANKED_SEASON_OVER_FRAME_LEVEL_MAX","TEST"
"TID_EXTRACTION_ZONE_ACTIVATION","TEST"
"TID_GAME_MODE_34_DESC","TEST"
"TID_EVENT_POPUP_GMV_LABEL_EXTRACTION","TEST"
"TID_EXTRACTION_1","TEST"
"TID_EXTRACTION_2","TEST"
"TID_EXTRACTION_3","TEST"
"TID_RANKED_MASTERS_DESCRIPTION","TEST"
"TID_COMPETITIVE_GLOBAL_RANK_TITLE","TEST"
"TID_PLAYER_EXTRACTED","TEST"
"TID_RANKED_INFO_TITLE","TEST"
"TID_RANKED_INFO_TEXT_1","TEST"
"TID_RANKED_INFO_TEXT_2","TEST"
"TID_RANKED_INFO_TEXT_3","TEST"
"TID_SKIN_INFO_NORSEGODS","TEST"
"TID_SKIN_INFO_BABYSHARK","TEST"
"TID_SKIN_INFO_APRILFOOLS","TEST"
"TID_BRAWL_PASS_SEASON_23","TEST"
"TID_BRAWL_PASS_SEASON_24","TEST"
"TID_STARR_DROP_SOURCE","TEST"
"TID_LUCHADOR_OVERCHARGE","TEST"
"TID_LUCHADOR_OVERCHARGE_DESC","TEST"
"TID_BATTLE_CARD_FRAME_TOGGLE","TEST"
"TID_RANK_BOOSTER","TEST"
"TID_RANK_BOOSTER_UP_TO_RANK","TEST"
"TID_RANKED_SEASON_START","TEST"
"TID_RANKED_SEASON_START_MODS","TEST"
"TID_RANKED_SEASON_START_TAP_TO_CONTINUE","TEST"
"TID_ROPE_DUDE_OVERCHARGE","TEST"
"TID_ROPE_DUDE_OVERCHARGE_DESC","TEST"
"TID_WALLY_OVERCHARGE","TEST"
"TID_WALLY_OVERCHARGE_DESC","TEST"
"TID_ELECTRO_SNIPER_OVERCHARGE","TEST"
"TID_ELECTRO_SNIPER_OVERCHARGE_DESC","TEST"
"TID_BASEBALL_OVERCHARGE","TEST"
"TID_BASEBALL_OVERCHARGE_DESC","TEST"
"TID_REPORT_POPUP_GRIEF_TITLE","TEST"
"TID_REPORT_POPUP_GRIEF_DESCRIPTION","TEST"
"TID_REPORT_POPUP_CHEATING_TITLE","TEST"
"TID_REPORT_POPUP_CHEATING_DESCRIPTION","TEST"
"TID_REPORT_POPUP_SKILL_TITLE","TEST"
"TID_REPORT_POPUP_SKILL_DESCRIPTION","TEST"
"TID_REPUTATION_TIME_OUT","TEST"
"TID_REPUTATION_WARNING","TEST"
"TID_REPUTATION_OK","TEST"
"TID_REPUTATION_POPUP_TOOLTIP","TEST"
"TID_TROPHY_GAME_REPUTATION_POPUP_TOOLTIP","TEST"
"TID_REPUTATION_POPUP_TOOLTIP_AFK","TEST"
"TID_REPUTATION_POPUP_TOOLTIP_GRIEF","TEST"
"TID_REPUTATION_POPUP_TOOLTIP_CHEATING","TEST"
"TID_REPUTATION_POPUP_TOOLTIP_RECOVER","TEST"
"TID_TROPHY_GAME_REPUTATION_POPUP_TOOLTIP_RECOVER","TEST"
"TID_REPUTATION_POPUP_TITLE","TEST"
"TID_TROPHY_GAME_REPUTATION_POPUP_TITLE","TEST"
"TID_RANKED_REPUTATION_TIME_OUT_DESCRIPTION","TEST"
"TID_TROPHY_GAME_REPUTATION_TIME_OUT_DESCRIPTION","TEST"
"TID_REPUTATION_WARNING_DESCRIPTION","TEST"
"TID_REPUTATION_COOL_DESCRIPTION","TEST"
"TID_DUELIST_OVERCHARGE","TEST"
"TID_DUELIST_OVERCHARGE_DESC","TEST"
"TID_UNLOCK_PlAYER_FRAME","TEST"
"TID_CUSTOM_FRAME_UNLOCK_FAME_TOOLTIP","TEST"
"TID_CUSTOM_FRAME_RANKED_TOOLTIP","TEST"
"TID_HOMEPAGE_GUIDE_COMPETITIVE_UNLOCKED","TEST"
"TID_EXTRACTION_NOT_ENOUGH_TROPHIES_TO_BET","TEST"
"TID_EVENT_MODIFIER_28","TEST"
"TID_EVENT_MODIFIER_DESC_28","TEST"
"TID_EVENT_MODIFIER_29","TEST"
"TID_EVENT_MODIFIER_DESC_29","TEST"
"TID_RANKED_PICK_ERROR_BRAWLER_LEVEL_TOO_LOW","TEST"
"TID_EVENT_MODIFIER_30","TEST"
"TID_EVENT_MODIFIER_DESC_30","TEST"
"TID_FRAME_BUTTON_EQUIP_NOW","TEST"
"TID_FRAME_BUTTON_CONTINUE","TEST"
"TID_EVENT_MODIFIER_31","TEST"
"TID_EVENT_MODIFIER_DESC_31","TEST"
"TID_RANKED_TRACK_BOOST_TOOLTIP","TEST"
"TID_REPORT_PLAYER_POPUP_SELECT_REASON","TEST"
"TID_REPORT_SENT_COMPETITIVE","TEST"
"TID_EVENT_MODIFIER_32","TEST"
"TID_EVENT_MODIFIER_DESC_32","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON24","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON25","TEST"
"TID_INBOX_REPUTATION","TEST"
"TID_REPUTATION_NOTIFICATION_1","TEST"
"TID_REPUTATION_NOTIFICATION_2","TEST"
"TID_REPUTATION_NOTIFICATION_5","TEST"
"TID_SETTINGS_RANDOM_REWARD_RATES","TEST"
"TID_PLAYER_STAT_22","TEST"
"TID_PLAYER_STAT_23","TEST"
"TID_REPUTATION_POPUP_SUBTITLE","TEST"
"TID_TROPHY_GAME_REPUTATION_POPUP_SUBTITLE","TEST"
"TID_REPUTATION_TOOLTIP_DOWN_1","TEST"
"TID_REPUTATION_TOOLTIP_DOWN_2","TEST"
"TID_REPUTATION_TOOLTIP_DOWN_3","TEST"
"TID_REPUTATION_TOOLTIP_UP_1","TEST"
"TID_REPUTATION_TOOLTIP_UP_2","TEST"
"TID_TROPHY_GAME_REPUTATION_TOOLTIP_UP_2","TEST"
"TID_REPUTATION_TOOLTIP","TEST"
"TID_INBOX_FAME_PLAYER_THUMBNAILS","TEST"
"TID_INBOX_FAME_EMOTES","TEST"
"TID_INBOX_LEGACY_SEASON_EMOTES","TEST"
"TID_INBOX_LEGACY_SEASON_PLAYER_TITLES","TEST"
"TID_INBOX_LEGACY_SEASON_SPRAYS","TEST"
"TID_REPORT_PLAYER_POPUP_POOR_SKILL_TOOLTIP","TEST"
"TID_REPUTATION_NO_REPORTS_LEFT","TEST"
"TID_REPORT_PLAYER_POPUP_INFO","TEST"
"TID_RANKED_BATTLE_CARD_ACTIVE","TEST"
"TID_BALL_541","TEST"
"TID_KNOCKOUT_541","TEST"
"TID_BATTLE_ROYALE_541","TEST"
"TID_REPORT_PLAYER_POPUP_TOOLTIP","TEST"
"TID_SHELLY_DANCER_SKIN","TEST"
"TID_SHELLY_DANCER_SKIN_SHOP","TEST"
"TID_SHELLY_DANCER_IRIS_SKIN","TEST"
"TID_SHELLY_DANCER_IRIS_SKIN_SHOP","TEST"
"TID_SHELLY_DANCER_DAHLIA_SKIN","TEST"
"TID_SHELLY_DANCER_DAHLIA_SKIN_SHOP","TEST"
"TID_DESERT_SCORPION_CHUCK_SKIN","TEST"
"TID_DESERT_SCORPION_CHUCK_SKIN_SHOP","TEST"
"TID_THIEF_EDGAR_SKIN","TEST"
"TID_THIEF_EDGAR_SKIN_SHOP","TEST"
"TID_DYNASTY_MIKE_SKIN","TEST"
"TID_DYNASTY_MIKE_SKIN_SHOP","TEST"
"TID_SURGENIE_SKIN","TEST"
"TID_SURGENIE_SKIN_SHOP","TEST"
"TID_FENRIR_BUZZ_SKIN","TEST"
"TID_FENRIR_BUZZ_SKIN_SHOP","TEST"
"TID_MORK_FENRIR_BUZZ_SKIN","TEST"
"TID_MORK_FENRIR_BUZZ_SKIN_SHOP","TEST"
"TID_ELDR_FENRIR_BUZZ_SKIN","TEST"
"TID_ELDR_FENRIR_BUZZ_SKIN_SHOP","TEST"
"TID_THOR_BIBI_SKIN","TEST"
"TID_THOR_BIBI_SKIN_SHOP","TEST"
"TID_ODIN_CORDELIUS_SKIN","TEST"
"TID_ODIN_CORDELIUS_SKIN_SHOP","TEST"
"TID_LOKI_CHESTER_SKIN","TEST"
"TID_LOKI_CHESTER_SKIN_SHOP","TEST"
"TID_SKADI_JESSIE_SKIN","TEST"
"TID_SKADI_JESSIE_SKIN_SHOP","TEST"
"TID_SIF_MELODIE_SKIN","TEST"
"TID_SIF_MELODIE_SKIN_SHOP","TEST"
"TID_MECHA_COLT_SKIN","TEST"
"TID_MECHA_COLT_SKIN_SHOP","TEST"
"TID_PARAGON_MECHA_COLT_SKIN","TEST"
"TID_PARAGON_MECHA_COLT_SKIN_SHOP","TEST"
"TID_RENEGADE_MECHA_COLT_SKIN","TEST"
"TID_RENEGADE_MECHA_COLT_SKIN_SHOP","TEST"
"TID_MECHA_LEON_SKIN","TEST"
"TID_MECHA_LEON_SKIN_SHOP","TEST"
"TID_RADIANT_MECHA_LEON_SKIN","TEST"
"TID_RADIANT_MECHA_LEON_SKIN_SHOP","TEST"
"TID_SHADOW_MECHA_LEON_SKIN","TEST"
"TID_SHADOW_MECHA_LEON_SKIN_SHOP","TEST"
"TID_FANGIRL_CONY_SKIN","TEST"
"TID_FANGIRL_CONY_SKIN_SHOP","TEST"
"TID_BALLOON_SALLY_SKIN","TEST"
"TID_BALLOON_SALLY_SKIN_SHOP","TEST"
"TID_ROCKET_BROWN_SKIN","TEST"
"TID_ROCKET_BROWN_SKIN_SHOP","TEST"
"TID_POOP_SPIKE_SKIN","TEST"
"TID_POOP_SPIKE_SKIN_SHOP","TEST"
"TID_EL_BABY_SHARK_SKIN","TEST"
"TID_EL_BABY_SHARK_SKIN_SHOP","TEST"
"TID_SQUEAKY_NOTE_SKIN","TEST"
"TID_SQUEAKY_NOTE_SKIN_SHOP","TEST"
"TID_RED_PITCHER_FANG_SKIN","TEST"
"TID_RED_PITCHER_FANG_SKIN_SHOP","TEST"
"TID_BLUE_PITCHER_FANG_SKIN","TEST"
"TID_BLUE_PITCHER_FANG_SKIN_SHOP","TEST"
"TID_ELF_ANGELO_SKIN","TEST"
"TID_ELF_ANGELO_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_MAISIE_SKIN","TEST"
"TID_TRUE_GOLD_MAISIE_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_MAISIE_SKIN","TEST"
"TID_TRUE_SILVER_MAISIE_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_PEARL_SKIN","TEST"
"TID_TRUE_GOLD_PEARL_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_PEARL_SKIN","TEST"
"TID_TRUE_SILVER_PEARL_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_R-T_SKIN","TEST"
"TID_TRUE_GOLD_R-T_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_R-T_SKIN","TEST"
"TID_TRUE_SILVER_R-T_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_CORDELIUS_SKIN","TEST"
"TID_TRUE_GOLD_CORDELIUS_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_CORDELIUS_SKIN","TEST"
"TID_TRUE_SILVER_CORDELIUS_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_DOUG_SKIN","TEST"
"TID_TRUE_GOLD_DOUG_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_DOUG_SKIN","TEST"
"TID_TRUE_SILVER_DOUG_SKIN_SHOP","TEST"
"TID_OVERCHARGE_EVENT_FREE_HYPERCHARGE","TEST"
"TID_OVERCHARGE_EVENT_SHOWDOWN_DESC","TEST"
"TID_RANKED_CLASSIC_MOD_DESC","TEST"
"TID_EVENT_MODIFIER_33","TEST"
"TID_EVENT_MODIFIER_DESC_33","TEST"
"TID_HINT_66","TEST"
"TID_SHOP_STARR_DROP_RANKED","TEST"
"TID_SURVIVAL_542","TEST"
"TID_INBOX_CAPTION_RANKED_STARR_DROP_DONATION","TEST"
"TID_RANKED_DIAMOND_FORMAT_TOOLTIP","TEST"
"TID_GAME_MODE_35","TEST"
"TID_NEW_FRAME_UNLOCKED","TEST"
"TID_HYPERCHARGE_UNLEASHED_SHOWDOWN_DESC","TEST"
